DateID,LabID,OthLabID,Problems,CRA,Error,DC13,Material,Species,SiteID,SiteName,SiteContext,SiteType,Country,Longitude,Latitude,LocQual,Source,Comments
820,AAR-19869.4,,,3207,26,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
821,AAR-19870.2,,,2046,25,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
822,AAR-19870.3,,,3044,26,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
823,AAR-19871.2,,,1731,25,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
824,AAR-19871.3,,,2955,25,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
825,AAR-19871.4,,,3896,31,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
826,AAR-19872.1,,,1783,28,,lime,,3676,Jerash-Gerasa,water pipe,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
827,AAR-19872.2,,,2012,25,,lime,,3676,Jerash-Gerasa,water pipe,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
828,AAR-19873.1,,,1518,25,,lime,,3676,Jerash-Gerasa,water pipe,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
829,AAR-19873.2,,,2024,28,,lime,,3676,Jerash-Gerasa,water pipe,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
830,AAR-19873.3,,,2245,26,,lime,,3676,Jerash-Gerasa,water pipe,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
831,AAR-20019.1,,,1814,50,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
832,AAR-20019.2,,,1952,25,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
833,AAR-20019.3,,,2516,26,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
834,AAR-20020.2,,,2088,35,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
835,AAR-20020.3,,,2436,28,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
836,AAR-20021.1,,,1608,26,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
837,AAR-20021.2,,,2120,23,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
838,AAR-20021.3,,,3129,27,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
839,AAR-20022.2,,,1842,21,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
840,AAR-20022.3,,,2065,27,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
841,AAR-20022.4,,,2493,26,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
842,AAR-20024.1,,,1681,28,,lime,,3676,Jerash-Gerasa,water pipe,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
843,AAR-20024.2,,,2057,27,,lime,,3676,Jerash-Gerasa,water pipe,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
844,AAR-20024.3,,,2297,22,,lime,,3676,Jerash-Gerasa,water pipe,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
845,AAR-20025.1,,,1692,27,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
846,AAR-20025.2,,,2317,27,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
847,AAR-20025.3,,,3318,29,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
848,AAR-20026.1,,,1609,26,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
849,AAR-20026.2,,,2081,25,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
850,AAR-20026.3,,,2801,26,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
851,AAR-20027.1,,,1827,25,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
852,AAR-20027.2,,,2251,25,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
853,AAR-20027.3,,,2936,26,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
854,AAR-20027.4,,,3435,29,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
855,AAR-20028.1,,,1604,26,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
856,AAR-20028.2,,,2033,26,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
857,AAR-20028.4,,,3411,27,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
858,AAR-20029.1,,,1723,30,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
859,AAR-20029.2,,,1957,26,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
860,AAR-20029.3,,,2623,27,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
861,AAR-20029.4,,,3075,25,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
862,AAR-20030.1,,,1633,30,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
863,AAR-20030.2,,,2551,27,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
864,AAR-20030.3,,,3716,26,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
865,AAR-20031.1,,,1601,27,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
866,AAR-20031.2,,,1967,28,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
867,AAR-20031.3,,,2596,27,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
868,AAR-20031.4,,,3151,28,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
869,AAR-20128,,,1723,25,,lime,,3676,Jerash-Gerasa,water pipe,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
870,AAR-20129,,,1912,25,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
871,AAR-20690,,,1556,25,,charcoal,,3676,Jerash-Gerasa,trench fill,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
872,AAR-21176.1,,,1666,24,,lime,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
873,AAR-21176.2,,,2420,24,,lime,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
874,AAR-21177.1,,,1877,21,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
875,AAR-21177.2,,,2930,21,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
876,AAR-21177.3,,,3254,22,,mortar,,3676,Jerash-Gerasa,cistern,settlement,JO,35.891397,32.272281,A,Lichtenberger et al. 2015,
877,AAR-26652,,,9959,30,,charcoal,Amygdalus,3079,Tappeh Asiab,,settlement,IR,47.138079,34.322926,A,Bangsgaard et al. 2019,
878,AAR-26653,,,9980,39,,charcoal,Amygdalus,3079,Tappeh Asiab,,settlement,IR,47.138079,34.322926,A,Bangsgaard et al. 2019,
879,AAR-26654,,,9940,37,,charcoal,Salicaceae,3079,Tappeh Asiab,,settlement,IR,47.138079,34.322926,A,Bangsgaard et al. 2019,
880,AAR-26655,,,9917,27,,charcoal,Amygdalus,3079,Tappeh Asiab,,settlement,IR,47.138079,34.322926,A,Bangsgaard et al. 2019,
881,AAR-26656,,,10024,50,,charcoal,Amygdalus,3079,Tappeh Asiab,,settlement,IR,47.138079,34.322926,A,Bangsgaard et al. 2019,
882,AAR-26657,,,9900,56,,charcoal,wood (twig),3079,Tappeh Asiab,,settlement,IR,47.138079,34.322926,A,Bangsgaard et al. 2019,
883,AAR-26658,,,9901,41,,charcoal,Salicaceae,3079,Tappeh Asiab,,settlement,IR,47.138079,34.322926,A,Bangsgaard et al. 2019,
884,AAR-26659,,,9912,26,,charcoal,Pistacia,3079,Tappeh Asiab,,settlement,IR,47.138079,34.322926,A,Bangsgaard et al. 2019,
885,AAR-9335,,,8880,80,,charcoal,Ephedra,222,Shkarat Msaied,Unit C  In stone cist.,settlement,JO,35.4397,30.4458,A,Hermansen et al. 2006; Benz 2014; CalPal; Flohr et al. 2016,
886,AAR-9336,,,9590,90,,charcoal,Juniperus,222,Shkarat Msaied,Unit E,settlement,JO,35.4397,30.4458,A,Hermansen et al. 2006; Benz 2014; CalPal; Flohr et al. 2016,
887,AAR-9337,,,8885,70,,charcoal,Pistacia,222,Shkarat Msaied,Unit E,settlement,JO,35.4397,30.4458,A,Hermansen et al. 2006; Benz 2014; CalPal; Flohr et al. 2016,
888,ANSTO OZ-1355,,,8360,80,,,,79,Mezraa Teleilat,"Phase IIC; building AB, 21G, 47",settlement,TR,37.986253,36.9775,A,Coşkunsu 2007; Özdogan 2011; CalPal; Flohr et al. 2016,
889,ANU-2813,,DuplicateLabID,4715,160,,,,16368,Khor Milkh 1,,settlement,OM,58.9,23.25,B,CalPal,"Two dates from this site, seemingly different but with same lab code."
890,ANU-2813,,DuplicateLabID,5130,90,,,,16368,Khor Milkh 1,,settlement,OM,58.9,23.25,B,CalPal,"Two dates from this site, seemingly different but with same lab code."
891,ARP-201a,,,5375,55,,,,10938,Nahal Mishmar,,cave,IL,35.3643,31.3809,A,Shugar and Gohm 2011,
892,ARP-201b,,,5475,60,,,,10938,Nahal Mishmar,,cave,IL,35.3643,31.3809,A,Shugar and Gohm 2011,
893,ARP-212,,,5520,50,,,,10938,Nahal Mishmar,,cave,IL,35.3643,31.3809,A,Aardsma 2001,
894,ARP-213a,,,6020,55,,,,10938,Nahal Mishmar,,cave,IL,35.3643,31.3809,A,Aardsma 2001,
895,ARP-213b,,,5724,47,,,,10938,Nahal Mishmar,,cave,IL,35.3643,31.3809,A,Aardsma 2001,
896,ARP-213c,,,6020,60,,,,10938,Nahal Mishmar,,cave,IL,35.3643,31.3809,A,Aardsma 2001,
897,AZ-739,,,5540,55,,plant remains (charred),,18834,Tell Ziyadeh,,settlement,SY,40.844103,36.411033,A,Wright and Rupley 2001,
898,AZ-740,,,5555,55,,plant remains (charred),,18834,Tell Ziyadeh,,settlement,SY,40.844103,36.411033,A,Wright and Rupley 2001,
899,AZ-741,,,5535,55,,plant remains (charred),,18834,Tell Ziyadeh,,settlement,SY,40.844103,36.411033,A,Wright and Rupley 2001,
900,B-113704,,,4580,100,,,,448,Hacinebi,"trash deposit, Locus 146",settlement,TR,37.9807,37.0628,B,Wright and Rupley 2001,
901,B-113705,,,5300,70,,,,448,Hacinebi,"ashy lens, Locus 176",settlement,TR,37.9807,37.0628,B,Wright and Rupley 2001,
902,B-113706,,,5370,80,,,,448,Hacinebi,"trash, Locus 133",settlement,TR,37.9807,37.0628,B,Wright and Rupley 2001,
903,B-113707,,,4840,60,,,,448,Hacinebi,"floor, Locus 230",settlement,TR,37.9807,37.0628,B,Wright and Rupley 2001,
904,B-113708,,,4840,60,,,,448,Hacinebi,"brick collapse, Locus 242",settlement,TR,37.9807,37.0628,B,Wright and Rupley 2001,
905,B-113709,,,4890,70,,,,448,Hacinebi,"foundation trench, Locus 237",settlement,TR,37.9807,37.0628,B,Wright and Rupley 2001,
906,B-113710,,,4940,80,,,,448,Hacinebi,"roof collapse, Locus 249",settlement,TR,37.9807,37.0628,B,Wright and Rupley 2001,
907,B-113712,,,5050,80,,,,448,Hacinebi,,settlement,TR,37.9807,37.0628,B,Wright and Rupley 2001,
908,B-113713,,,4800,80,,,,448,Hacinebi,,settlement,TR,37.9807,37.0628,B,Wright and Rupley 2001,
909,B-113714,,,4690,80,,,,448,Hacinebi,"pit, Locus 276",settlement,TR,37.9807,37.0628,B,Wright and Rupley 2001,
910,B-113716,,,5130,100,,,,448,Hacinebi,"pit fill, Locus 258",settlement,TR,37.9807,37.0628,B,Wright and Rupley 2001,
911,B-113717,,,4770,60,,,,448,Hacinebi,"smelting pit fill, Locus 265",settlement,TR,37.9807,37.0628,B,Wright and Rupley 2001,
912,B-113718,,,4850,60,,,,448,Hacinebi,"ash deposit, Locus 199",settlement,TR,37.9807,37.0628,B,Wright and Rupley 2001,
913,B-174987,,,5740,40,,charcoal,,4946,Tell el-Maffar,,settlement,PS,35.465,31.8751,A,Anfinset et al. 2011,
914,B-174988,,,5860,40,,charcoal,,4946,Tell el-Maffar,,settlement,PS,35.465,31.8751,A,Anfinset et al. 2011,
915,B-191789,,,6330,40,,charcoal,,4946,Tell el-Maffar,,settlement,PS,35.465,31.8751,A,Anfinset et al. 2011,
916,B-191790,,,6240,60,,bone,,4946,Tell el-Maffar,,settlement,PS,35.465,31.8751,A,Anfinset et al. 2011,
917,B-2737,,,8480,70,,charcoal,,995,Mezad Mazal,,quarry site,IL,35.315,30.93,B,CalPal,
918,B-80939,,,4660,60,,,,448,Hacinebi,"pit fill, Locus 75",settlement,TR,37.9807,37.0628,B,Wright and Rupley 2001,
919,BA-130239,,,11445,40,,,,10399,Pinarbasi,BIA,cave,TR,33.0171,37.4939,A,Baird et al. 2013,
920,BA-130241,,,11190,45,,,,10399,Pinarbasi,BHL,cave,TR,33.0171,37.4939,A,Baird et al. 2013,
921,BA-130242,,,11400,45,,,,10399,Pinarbasi,BIA,cave,TR,33.0171,37.4939,A,Baird et al. 2013,
922,Bata-405652,,,7200,30,,organic material (charred),,11606,Uğurlu Höyük,Phase V,settlement,TR,25.7084,40.1238,A,Atici et al. 2017,
923,Bata-465439,,,6580,30,,bone collagen,,373,Ulucak Höyük,"Trench L13, stone paved platform",settlement,TR,27.3521,38.4668,A,Çevik and Erdoğu 2020,
924,BE-6005.1.1,,,3191,20,,charcoal,,303444,Sirkeli Höyük,,settlement,TR,35.745278,37.003889,A,Novák et al. 2017,
925,BE-6006.1.1,,,2880,20,,charcoal,,303444,Sirkeli Höyük,,settlement,TR,35.745278,37.003889,A,Novák et al. 2017,
926,BE-6007.1.1,,,2897,20,,charcoal,,303444,Sirkeli Höyük,,settlement,TR,35.745278,37.003889,A,Novák et al. 2017,
927,BE-6008.1.1,,,2873,20,,charcoal,,303444,Sirkeli Höyük,,settlement,TR,35.745278,37.003889,A,Novák et al. 2017,
928,BE-6009.1.1,,,2917,20,,charcoal,,303444,Sirkeli Höyük,,settlement,TR,35.745278,37.003889,A,Novák et al. 2017,
929,BE-6010.1.1,,,2929,20,,charcoal,,303444,Sirkeli Höyük,,settlement,TR,35.745278,37.003889,A,Novák et al. 2017,
930,BE-6011.1.1,,,2929,20,,charcoal,,303444,Sirkeli Höyük,,settlement,TR,35.745278,37.003889,A,Novák et al. 2017,
931,BE-6012.1.1,,,2934,20,,charcoal,,303444,Sirkeli Höyük,,settlement,TR,35.745278,37.003889,A,Novák et al. 2017,
932,BE-6013.1.1,,,2875,33,,charcoal,,303444,Sirkeli Höyük,,settlement,TR,35.745278,37.003889,A,Novák et al. 2017,
933,BE-6014.1.1,,,3343,20,,charcoal,,303444,Sirkeli Höyük,,settlement,TR,35.745278,37.003889,A,Novák et al. 2017,
934,BE-6015.1.1,,,2901,20,,charcoal,,303444,Sirkeli Höyük,,settlement,TR,35.745278,37.003889,A,Novák et al. 2017,
935,BE-6016.1.1,,,2903,20,,charcoal,,303444,Sirkeli Höyük,,settlement,TR,35.745278,37.003889,A,Novák et al. 2017,
936,BE-6018.1.1,,,2964,19,,charcoal,,303444,Sirkeli Höyük,,settlement,TR,35.745278,37.003889,A,Novák et al. 2017,
937,BE-6019.1.1,,,2916,20,,charcoal,,303444,Sirkeli Höyük,,settlement,TR,35.745278,37.003889,A,Novák et al. 2017,
938,BE-6020.1.1,,,3338,20,,charcoal,,303444,Sirkeli Höyük,,settlement,TR,35.745278,37.003889,A,Novák et al. 2017,
939,BE-6022.1.1,,,3223,20,,charcoal,,303444,Sirkeli Höyük,,settlement,TR,35.745278,37.003889,A,Novák et al. 2017,
940,BE-6024.1.1,,,2844,20,,charcoal,,303444,Sirkeli Höyük,,settlement,TR,35.745278,37.003889,A,Novák et al. 2017,
941,BE-6025.1.1,,,2739,20,,charcoal,,303444,Sirkeli Höyük,,settlement,TR,35.745278,37.003889,A,Novák et al. 2017,
942,BE-6026.1.1,,,2763,20,,charcoal,,303444,Sirkeli Höyük,,settlement,TR,35.745278,37.003889,A,Novák et al. 2017,
943,BE-6027.1.1,,,2743,20,,charcoal,,303444,Sirkeli Höyük,,settlement,TR,35.745278,37.003889,A,Novák et al. 2017,
944,BE-6028.1.1,,,2717,34,,charcoal,,303444,Sirkeli Höyük,,settlement,TR,35.745278,37.003889,A,Novák et al. 2017,
945,BE-6029.1.1,,,2774,20,,charcoal,,303444,Sirkeli Höyük,,settlement,TR,35.745278,37.003889,A,Novák et al. 2017,
946,BE-6030.1.1,,,2758,43,,charcoal,,303444,Sirkeli Höyük,,settlement,TR,35.745278,37.003889,A,Novák et al. 2017,
947,BE-6031.1.1,,,2756,20,,charcoal,,303444,Sirkeli Höyük,,settlement,TR,35.745278,37.003889,A,Novák et al. 2017,
948,BE-6032.1.1,,,2775,20,,charcoal,,303444,Sirkeli Höyük,,settlement,TR,35.745278,37.003889,A,Novák et al. 2017,
949,BE-6170.1.1,,,2855,20,,charcoal,,303444,Sirkeli Höyük,,settlement,TR,35.745278,37.003889,A,Novák et al. 2017,
950,Beta-,,NoLabID,4160,170,,,,303407,Tilbeşar Höyük,,settlement,TR,36.874466,37.558411,A,Kepinski-Lecomte and Ergeç 1999,
951,Beta-,,NoLabID,4300,100,,,,303407,Tilbeşar Höyük,,settlement,TR,36.874466,37.558411,A,Kepinski-Lecomte and Ergeç 1999,
952,Beta-,,NoLabID,4430,70,,charcoal,,307,Yarim Höyük,Late Uruk?,settlement,TR,37.9,36.9,B,TAY Project,
953,Beta-,,NoLabID,4630,70,,charcoal,,307,Yarim Höyük,Late Uruk?,settlement,TR,37.9,36.9,B,TAY Project,
954,Beta-100553,,,3810,50,,seed,,310,Margi Alonia,A-1 and B,settlement,CY,33.325,35.023,B,Manning 2013,
955,Beta-101066,,,3720,60,,,,311,Titris Höyük,Late Period of Middle EBA,settlement,TR,38.6761,37.4762,A,TAY Project,
956,Beta-101602,,,8630,70,,charcoal,,18,Tell Halula,"Nivel: S2/4-II, sector IV, C, E51 (B)",settlement,SY,38.1667,36.4167,A,Molist et al. 2013; Benz 2014,
957,Beta-101603,,,8710,70,,charcoal,,18,Tell Halula,"Nivel: S2/4-IX, sector IV, C, A12",settlement,SY,38.1667,36.4167,A,Molist et al. 2013; Benz 2014,
958,Beta-101604,,,8310,110,,charcoal,,18,Tell Halula,"Nivel:S2/4-IX?; sector IV, D, A2g",settlement,SY,38.1667,36.4167,A,Molist et al. 2013; Benz 2014,
959,Beta-101605,,,13860,120,,charcoal,,18,Tell Halula,"Nivel: S2/4-XIII, secotr: II, D. A10c",settlement,SY,38.1667,36.4167,A,Molist et al. 2013; Benz 2014,
960,Beta-101606,,,8450,100,,charcoal,,18,Tell Halula,"Nivel; S2/4-XI, sector II, D, E24",settlement,SY,38.1667,36.4167,A,Molist et al. 2013; Benz 2014,
961,Beta-104552,,,8270,100,,organic material,,15725,Chogha Bonut,L39 (D.T.),settlement,IR,48.505,32.2222,A,Marshall 2012; CalPal; Flohr et al. 2016,
962,Beta-104553,,,10980,100,,organic material,,15725,Chogha Bonut,Layer 13,settlement,IR,48.505,32.2222,A,Marshall 2012; CalPal; Flohr et al. 2016,
963,Beta-104555,,,8070,50,,charcoal,,15725,Chogha Bonut,Feature 28,settlement,IR,48.505,32.2222,A,Marshall 2012; CalPal; Flohr et al. 2016,
964,Beta-104993,,,3940,50,,,,309,Göltepe,EBA,settlement,TR,34.9221,37.8013,A,Yener 2000,
965,Beta-104994,,,2720,60,,,,309,Göltepe,,settlement,TR,34.9221,37.8013,A,Yener 2000,
966,Beta-105168,,,4150,70,,,,309,Göltepe,EBA,settlement,TR,34.9221,37.8013,A,Yener 2000,
967,Beta-106164,,,8170,60,,charcoal,,15725,Chogha Bonut,L39 (D.T.),settlement,IR,48.505,32.2222,A,Marshall 2012; CalPal; Flohr et al. 2016,
968,Beta-106165,,,8020,50,,charcoal,,15725,Chogha Bonut,F26(L32; F26/L32,settlement,IR,48.505,32.2222,A,Marshall 2012; CalPal; Flohr et al. 2016,
969,Beta-106166,,,7950,50,,charcoal,,15725,Chogha Bonut,Feature 14,settlement,IR,48.505,32.2222,A,Marshall 2012; CalPal; Flohr et al. 2016,
970,Beta-106167,,,8300,60,,charcoal,,15726,Chogha Mish,"Sq.S22, 823",settlement,IR,48.5561,32.2238,A,Marshall 2012; CalPal; Flohr et al. 2016,
971,Beta-106168,,,6610,50,,charcoal,,15726,Chogha Mish,"Sq.S18, 902",settlement,IR,48.5561,32.2238,A,Marshall 2012; CalPal; Flohr et al. 2016,
972,Beta-106169,,,6600,50,,charcoal,,15726,Chogha Mish,"Sq.P22, 629",settlement,IR,48.5561,32.2238,A,Marshall 2012; CalPal; Flohr et al. 2016,
973,Beta-107908,,,4230,120,,charcoal,,316,Sos Höyük,Vb,settlement,TR,41.5285,39.9954,A,Sagona 2000,
974,Beta-107909,,,4510,90,,charcoal,,316,Sos Höyük,Vb,settlement,TR,41.5285,39.9954,A,Sagona 2000,
975,Beta-107910,,,4910,170,,charcoal,,316,Sos Höyük,Vb,settlement,TR,41.5285,39.9954,A,Sagona 2000,
976,Beta-107911,,,4110,70,,charcoal,,316,Sos Höyük,Vb,settlement,TR,41.5285,39.9954,A,Sagona 2000,
977,Beta-107912,,,4390,70,,charcoal,,316,Sos Höyük,Va; layer Va,settlement,TR,41.5285,39.9954,A,Sagona 2000; Hinz et al. 2012: http://radon-b.ufg.uni-kiel.de/samples/7295,
978,Beta-107913,,,3650,50,,charcoal,,316,Sos Höyük,IVb,settlement,TR,41.5285,39.9954,A,Sagona 2000,
979,Beta-107914,,,3340,70,,charcoal,,316,Sos Höyük,IVb,settlement,TR,41.5285,39.9954,A,Sagona 2000,
980,Beta-107915,,,3910,60,,bone,,316,Sos Höyük,Vd,settlement,TR,41.5285,39.9954,A,Sagona 2000,
981,Beta-107916,,,3220,70,,charcoal,,316,Sos Höyük,IVb,settlement,TR,41.5285,39.9954,A,Sagona 2000,
982,Beta-107917,,,4120,70,,charcoal,,316,Sos Höyük,Vc,settlement,TR,41.5285,39.9954,A,Sagona 2000,
983,Beta-107918,,,4240,40,,charcoal,,316,Sos Höyük,Vc,settlement,TR,41.5285,39.9954,A,Sagona 2000,
984,Beta-107919,,,4170,70,,charcoal,,316,Sos Höyük,Vc,settlement,TR,41.5285,39.9954,A,Sagona 2000,
985,Beta-107920,,,3950,50,,bone,,316,Sos Höyük,Vd,settlement,TR,41.5285,39.9954,A,Sagona 2000,
986,Beta-108238,,,8780,50,,bone,,195,Ganj Dareh,"level A, depth 180-200cm; 180-200 cm depth; level A, depth 180-200 cm",settlement,IR,47.4758,34.2721,A,Zeder and Hesse 2000; Marshall 2012; CalPal; Flohr et al. 2016,
987,Beta-108239,,,8930,60,,bone,,195,Ganj Dareh,"level B, depth 165-180cm; 165-80 cm depth; level B, depth 165-180 cm",settlement,IR,47.4758,34.2721,A,Zeder and Hesse 2000; Marshall 2012; CalPal; Flohr et al. 2016,
988,Beta-108240,,,8780,50,,bone,,195,Ganj Dareh,"level B, depth 220-240cm; 220-40 cm depth; level B, depth 220-240 cm",settlement,IR,47.4758,34.2721,A,Zeder and Hesse 2000; Marshall 2012; CalPal; Flohr et al. 2016,
989,Beta-108241,,,8720,50,,bone,,195,Ganj Dareh,"level B, depth 240-260cm; 240-60 cm depth; level B, depth240-260 cm",settlement,IR,47.4758,34.2721,A,Zeder and Hesse 2000; Marshall 2012; CalPal; Flohr et al. 2016,
990,Beta-108242,,,8940,50,,bone,,195,Ganj Dareh,"level B, depth 280-300cm; 280-300 cm depth; level B, depth 280-300 cm",settlement,IR,47.4758,34.2721,A,Zeder and Hesse 2000; Marshall 2012; CalPal; Flohr et al. 2016,
991,Beta-108243,,,8920,50,,bone,,195,Ganj Dareh,"level C, depth 460-480cm; 460-80 cm depth; level C, depth 460-480 cm",settlement,IR,47.4758,34.2721,A,Zeder and Hesse 2000; Marshall 2012; CalPal; Flohr et al. 2016,
992,Beta-108244,,,8840,50,,bone,,195,Ganj Dareh,"level D, depth 430-460cm; 430-60 cm depth; level D, depth 430-460 cm",settlement,IR,47.4758,34.2721,A,Zeder and Hesse 2000; Marshall 2012; CalPal; Flohr et al. 2016,
993,Beta-108245,,,8940,50,,bone,,195,Ganj Dareh,"level D, depth 580-600cm; 580-600 cm depth; level D, depth 580-600 cm",settlement,IR,47.4758,34.2721,A,Zeder and Hesse 2000; Marshall 2012; CalPal; Flohr et al. 2016,
994,Beta-108246,,,8870,50,,bone,,195,Ganj Dareh,"level E, depth 580-585cm; 580-5 cm depth; level E, depth 580-585 cm",settlement,IR,47.4758,34.2721,A,Zeder and Hesse 2000; Marshall 2012; CalPal; Flohr et al. 2016,
995,Beta-108247,,,8830,50,,bone,,195,Ganj Dareh,"level E, depth 665-675cm; 665-75 cm depth; level E, depth 665-675 cm",settlement,IR,47.4758,34.2721,A,Zeder and Hesse 2000; Marshall 2012; CalPal; Flohr et al. 2016,
996,Beta-108248,,,8900,50,,bone,,195,Ganj Dareh,"level E, depth 700-710cm; level E",settlement,IR,47.4758,34.2721,A,Zeder and Hesse 2000; Marshall 2012; CalPal; Flohr et al. 2016,
997,Beta-108249,,,8840,50,,bone,,195,Ganj Dareh,"level E, depth 765-770cm; level E",settlement,IR,47.4758,34.2721,A,Zeder and Hesse 2000; Marshall 2012; CalPal; Flohr et al. 2016,
998,Beta-108256,,,8000,50,,bone (carbon),,196,Ali Kosh,"level BM, depth 546cm; 546 cm depth; BM, depth 546 cm",settlement,IR,47.3247,32.5576,A,Zeder a Hesse 2000; CalPal; Flohr et al. 2016,
